video_url,caption,states_of_matter,source,complexity,majority_sa,majority_pc
phygenbench_videos/fluid_fluid/122_Equal_amounts_of_yellow_and_red_paint_are_rapidly_combined_with_the_mi.mp4,"Equal amounts of yellow and red paint are rapidly combined, with the mixture being vigorously stirred until fully blended.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/123_Equal_amounts_of_green_and_blue_paint_are_rapidly_combined_with_the_mi.mp4,"Equal amounts of green and blue paint are rapidly combined, with the mixture being vigorously stirred until fully blended.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/124_Equal_amounts_of_cyan_and_magenta_paint_are_rapidly_combined_with_the_.mp4,"Equal amounts of cyan and magenta paint are rapidly combined, with the mixture being vigorously stirred until fully blended.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/125_Equal_amounts_of_pink_and_white_paint_are_rapidly_combined_with_the_mi.mp4,"Equal amounts of pink and white paint are rapidly combined, with the mixture being vigorously stirred until fully blended.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/126_A_piece_of_copper_is_ignited_emitting_a_vivid_and_unique_flame_as_it_b.mp4,"A piece of copper is ignited, emitting a vivid and unique flame as it burns steadily.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/127_A_piece_of_magnesium_is_ignited_emitting_a_vivid_and_unique_flame_as_i.mp4,"A piece of magnesium is ignited, emitting a vivid and unique flame as it burns steadily.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/128_A_piece_of_lithium_is_ignited_emitting_a_vivid_and_unique_flame_as_it_.mp4,"A piece of lithium is ignited, emitting a vivid and unique flame as it burns steadily.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/129_A_piece_of_sodium_is_ignited_emitting_a_vivid_and_unique_flame_as_it_b.mp4,"A piece of sodium is ignited, emitting a vivid and unique flame as it burns steadily.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/130_A_piece_of_potassium_is_ignited_emitting_a_vivid_and_unique_flame_as_i.mp4,"A piece of potassium is ignited, emitting a vivid and unique flame as it burns steadily.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/131_A_delicate_fragile_egg_is_hurled_with_significant_force_towards_a_rugg.mp4,"A delicate, fragile egg is hurled with significant force towards a rugged, solid rock surface, where it collides upon impact",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/132_A_lightweight_fragile_vase_is_thrown_with_great_force_against_a_sturdy.mp4,"A lightweight, fragile vase is thrown with great force against a sturdy, concrete wall, where it collides upon impact",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/133_A_delicate_fragile_glass_bottle_is_hurled_with_significant_force_towar.mp4,"A delicate, fragile glass bottle is hurled with significant force towards a rugged, solid rock surface, where it collides upon impact",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/134_A_flimsy_brittle_glass_cup_is_propelled_with_force_towards_a_solid_met.mp4,"A flimsy, brittle glass cup is propelled with force towards a solid, metallic surface, where it collides upon impact",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/135_A_weak_frail_porcelain_plate_is_flung_with_significant_speed_at_a_robu.mp4,"A weak, frail porcelain plate is flung with significant speed at a robust, wooden table, where it collides upon impact",solid_solid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/136_A_clear_glass_of_oil_is_gently_poured_into_a_glass_of_water.mp4,A clear glass of oil is gently poured into a glass of water.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/137_A_clear_glass_of_honey_is_gently_poured_into_a_glass_of_milk.mp4,A clear glass of honey is gently poured into a glass of milk.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/138_A_clear_glass_of_vinegar_is_gently_poured_into_a_glass_of_water.mp4,A clear glass of vinegar is gently poured into a glass of water.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/139_A_clear_glass_of_juice_is_gently_poured_into_a_glass_of_water.mp4,A clear glass of juice is gently poured into a glass of water.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/140_A_bottle_of_vinegar_is_gently_poured_into_a_glass_of_oil.mp4,A bottle of vinegar is gently poured into a glass of oil.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/141_A_small_burning_ball_of_paper_was_thrown_into_a_pile_of_dry_paper.mp4,A small burning ball of paper was thrown into a pile of dry paper.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/142_A_small_burning_match_was_thrown_into_a_pile_of_dry_leaves.mp4,A small burning match was thrown into a pile of dry leaves.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/143_A_small_burning_stick_was_thrown_into_a_pile_of_hay.mp4,A small burning stick was thrown into a pile of hay.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/144_A_small_burning_candle_was_thrown_into_a_pile_of_dry_grass.mp4,A small burning candle was thrown into a pile of dry grass.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/145_A_small_burning_piece_of_cloth_was_thrown_into_a_pile_of_old_newspaper.mp4,A small burning piece of cloth was thrown into a pile of old newspapers.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/146_A_timelapse_captures_the_transformation_as_colorless_vinegar_is_poured.mp4,A timelapse captures the transformation as colorless vinegar is poured into a glass of purple litmus solution.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/147_A_timelapse_captures_the_transformation_as_hydrochloric_acid_is_poured.mp4,A timelapse captures the transformation as hydrochloric acid is poured into a glass of purple litmus solution.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/148_A_timelapse_captures_the_transformation_as_colorless_soda_water_is_add.mp4,A timelapse captures the transformation as colorless soda water is added to a glass of blue litmus solution.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/149_A_timelapse_captures_the_transformation_as_lemon_juice_is_poured_into_.mp4,A timelapse captures the transformation as lemon juice is poured into a glass of red cabbage juice.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/150_A_timelapse_captures_the_transformation_as_orange_juice_is_mixed_with_.mp4,A timelapse captures the transformation as orange juice is mixed with baking soda in a clear cup.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/151_A_timelapse_captures_the_reaction_as_concentrated_sulfuric_acid_is_pou.mp4,A timelapse captures the reaction as concentrated sulfuric acid is poured onto a piece of bread.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/152_A_timelapse_captures_the_reaction_as_concentrated_sulfuric_acid_is_pou.mp4,A timelapse captures the reaction as concentrated sulfuric acid is poured onto a slice of apple.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/153_A_timelapse_captures_the_reaction_as_concentrated_sulfuric_acid_is_pou.mp4,A timelapse captures the reaction as concentrated sulfuric acid is poured onto a sheet of paper.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/154_A_timelapse_captures_the_reaction_as_concentrated_sulfuric_acid_is_pou.mp4,A timelapse captures the reaction as concentrated sulfuric acid is poured onto a cotton ball.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/155_A_timelapse_captures_the_reaction_as_concentrated_sulfuric_acid_is_pou.mp4,A timelapse captures the reaction as concentrated sulfuric acid is poured onto a sponge.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/156_A_timelapse_captures_the_transformation_of_a_clean_and_smooth_piece_of.mp4,A timelapse captures the transformation of a clean and smooth piece of iron in a humid environment over decades.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/157_A_timelapse_captures_the_transformation_of_a_clean_and_smooth_piece_of.mp4,A timelapse captures the transformation of a clean and smooth piece of steel in a humid environment over decades.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/158_A_timelapse_shows_the_changes_in_a_shiny_and_new_metal_chair_left_outd.mp4,A timelapse shows the changes in a shiny and new metal chair left outdoors in the rain over a long period.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/159_A_timelapse_video_documents_the_gradual_decay_of_a_polished_metal_rail.mp4,A timelapse video documents the gradual decay of a polished metal railing exposed to the elements over years.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/160_A_timelapse_records_the_oxidation_process_of_a_bright_and_new_metal_be.mp4,A timelapse records the oxidation process of a bright and new metal bedframe kept in a damp location over several years.,solid_solid,phygenbench,1,1,1
